,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,stim_amp,threshold_v,peak_v,trough_v,fast_trough_v,adp_v,width,upstroke_downstroke_ratio,peak_t,fast_trough_t,trough_t,rheo_first_isi,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau
2020_02_03_0007.nwb,0.02317015741301153,8.837825894829871,0.10375000000000001,0.09285730172403203,0.036849999999999994,0.11923333333333332,0.12017499999999996,90.0,-34.72900390625,27.130126953125,-54.5654296875,-45.71533203125,,0.0015499999999999958,1.660850869651582,0.3203,0.32575,0.39735,,-59.576776123046876,50.0,0.09251601253005995,0.12490934878587723,-100.09764862060547,220.1334834098816,
2020_02_03_0008.nwb,0.0791964823851199,21.957604932015876,0.009650000000000006,0.3762666762300559,0.011899999999999994,0.044125,0.051799999999999985,100.0,-45.41015625,24.139404296875,-47.454833984375,-47.36328125,,0.0017500000000000016,2.124984055998094,0.1517,0.15565,0.15585,0.01715,-72.77215217141544,50.0,-0.06152955081805666,0.06948341429233551,-98.75487518310547,313.96133422851534,
2020_02_03_0010.nwb,0.09229846662749476,6.312732782021337,0.11104999999999998,0.1955866948905297,0.04555000000000001,0.15668749999999998,0.161,120.00000762939453,-26.55029296875,45.41015625,-44.61669921875,-37.017822265625,,0.0015499999999999958,1.9244407612131769,0.30975,0.3154,0.3667,,-51.968162298202515,80.00000762939453,0.08094552203188415,0.11076098680496216,-95.88623046875,132.1919560432434,
2020_02_20_0000.nwb,0.08040673224675383,13.888012120446941,0.013000000000000012,0.2879397612159839,0.013899999999999996,0.072975,0.07852500000000001,70.0,-41.44287109375,38.177490234375,-49.285888671875,-46.08154296875,,0.0010999999999999899,1.3364942143338825,0.3881,0.3908,0.44165,,-51.49508156776428,30.000001907348633,0.14942372187459094,0.14287157356739044,-90.8203125,148.7731635570526,
2020_02_26_0006.nwb,0.03265063619169675,12.625465564042674,0.05845,0.12717356079950606,0.020199999999999996,0.08542222222222223,0.08655000000000002,100.0,-44.342041015625,31.402587890625,-54.5654296875,-49.346923828125,,0.0015499999999999958,2.0457756861069214,0.17945,0.18455,0.23805,0.21864999999999998,-55.86988707951137,50.0,0.03601579953579737,0.14586104452610016,-88.714599609375,117.47222900390611,
2020_02_26_0009.nwb,0.14685911407221192,8.837825894829871,0.023549999999999988,0.36384832874998885,0.038500000000000006,0.1251833333333333,0.14590000000000003,250.0,-44.73876953125,39.215084075927734,-55.145263671875,-48.431396484375,,0.0012000000000000066,1.9560846810899386,0.17565,0.17945,0.28125,0.39505,-69.45167922973633,200.0,0.005914004788349982,0.08156298100948334,-88.043212890625,65.7757568359375,
2020_02_26_0010.nwb,0.05930591717087528,6.312732782021337,0.14220000000000002,0.12893172008166612,0.05149999999999999,0.17835,0.18402499999999997,170.0,-37.933349609375,44.98291015625,-54.107666015625,-47.119140625,,0.0012000000000000344,1.7477813149630619,0.2681,0.27225,0.32385,,-62.86459522247314,130.00001525878906,0.05765474837644493,0.08943324536085129,-87.127685546875,65.3076171875,
2020_02_26_0013.nwb,0.17438831903133992,8.837825894829871,0.012699999999999989,0.40216633792842976,0.07214999999999999,0.11945000000000001,0.13855,110.00000762939453,-39.306640625,25.87890625,-47.4853515625,-47.4853515625,,0.0013500000000000179,1.4769582818648586,0.33015,0.33285,0.33285,0.051949999999999996,-67.84207181930542,70.0,0.06595455173758483,0.08647558838129044,-99.7314453125,167.694091796875,0.05246094442757065
2020_02_26_0015.nwb,0.060603124035592315,10.331245560792924,0.06035,0.18922715667838697,0.009749999999999995,0.10730714285714285,0.1139,110.00000762939453,-45.10498046875,34.698486328125,-54.8095703125,-54.229736328125,,0.0012500000000000011,1.562619169489048,0.19165,0.1949,0.24845,0.39315,-63.4291009426117,70.0,0.08731663153686685,0.11729016155004501,-99.700927734375,127.0039826631546,
2020_02_26_0017.nwb,0.26488200331682443,6.457028475495577,0.02225000000000002,0.5046659209382193,0.04979999999999998,0.173825,0.2207,120.00000762939453,-36.163330078125,41.351318359375,-38.848876953125,-38.818359375,,0.002250000000000002,2.790740840604836,0.24405,0.2484,0.24835,0.013799999999999979,-60.45592456817627,80.00000762939453,0.009848159379404673,0.12187543511390686,-100.7080078125,148.468017578125,
2020_02_26_0018.nwb,0.04273870388626694,11.62265125589204,0.063,0.17336673896172777,0.006149999999999989,0.08961875,0.08837500000000001,50.0,-48.095703125,39.703369140625,-58.654781341552734,-53.375244140625,,0.0029000000000000137,3.4558156177449786,0.41715,0.4284,0.51055,,-59.08928478240967,10.000000953674316,-0.002713037309323256,0.2074880599975586,-99.609375,206.756591796875,
